,index,Unnamed: 0,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,Double Value,Farmers Market?,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how,check,type
70,11408,11408,Walgreens 09000,-87.688835,41.917736,2001 N Milwaukee Ave,,Chicago,IL,60647.0,4001.0,COOK,False,False,ChIJR9jTPZjSD4gR4hanTKeaGAo,Walgreens,41.917811,-87.6884,"2001 North Milwaukee Avenue, Chicago",2.0,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
71,11470,11470,LUCIANOS GROCERY - 18TH ST,-87.669411,41.857777,1714 W 18th St,,Chicago,IL,60608.0,1914.0,COOK,False,False,ChIJ03o5QQgtDogRx2cIFIB5ieU,Sabinos Inc,41.858006,-87.669336,"1714 West 18th Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
72,11660,11660,Target Store 2078,-87.673996,41.834122,1940 W 33rd St,,Chicago,IL,60608.0,6107.0,COOK,False,False,ChIJJVz2H8EtDogR4ySY0W8stKw,Target,41.8360345,-87.6741895,"1940 West 33rd Street, Chicago",2.0,8,"name second word, >1 results",Double Check- Many results,"['department_store', 'electronics_store', 'grocery_or_supermarket', 'food', 'clothing_store', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
73,11784,11784,SILVER STATE CITY FOOD COMPANY,-87.63198100000002,41.848782,2420 S Wentworth Ave,,Chicago,IL,60616.0,2202.0,COOK,False,False,ChIJRRTRS2QsDogRw3RPi5BeD38,Silver State City Food Co,41.8484436,-87.63204089999999,"2420 South Wentworth Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
74,11902,11902,KAPATID ORIENTIAL STORE,-87.717171,41.968414,3538 W Lawrence Ave,,Chicago,IL,60625.0,5628.0,COOK,False,False,ChIJPcx3fd3ND4gRow_z9x7xSLw,Kapatid Oriental Store,41.9684692,-87.71737809999999,"3538 West Lawrence Avenue, Chicago",,1,address first word,0,"['travel_agency', 'grocery_or_supermarket', 'food', 'finance', 'store', 'point_of_interest', 'establishment']"
75,12017,12017,LE PARIS BAKERY,-87.723473,41.836872,3939 W 31st St,,Chicago,IL,60623.0,4936.0,COOK,False,False,ChIJv8cVlzgyDogRLjvl0sKLHwg,Le Paris Bakery,41.8367545,-87.7234642,"3945 West 31st Street, Chicago",,1,name first word,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
76,12105,12105,CVS 6785,-87.712021,41.961105,3343 W Montrose Ave,,Chicago,IL,60618.0,1205.0,COOK,False,False,ChIJi-5DAezND4gRXvKCIni6_EI,CVS,41.9609343,-87.7124111,"3343 West Montrose Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
77,12277,12277,DON PAN BAKERY OF CHICAGO,-87.703751,41.799129,5154 S Kedzie Ave,,Chicago,IL,60632.0,3127.0,COOK,False,False,ChIJVUKvF-cxDogR2YgmSQ9hlqU,Don Pan Bakery,41.798251,-87.7035142,"5223 South Kedzie Avenue, Chicago",,1,name first word,Double Check- Address mismatch,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
78,12515,12515,WMI SYRIA INC,-87.558014,41.756939,7600 S Exchange Ave,,Chicago,IL,60649.0,4310.0,COOK,False,False,ChIJKd4unz8oDogRTyt1a1MQTdw,GoLo,41.75673559999999,-87.55837000000001,"7600 South Exchange Avenue, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
79,12643,12643,Target Store 1879,-87.723724,41.812752,4433 S Pulaski Rd,,Chicago,IL,60632.0,4010.0,COOK,False,False,ChIJ5VU-y44xDogR0sifi03IWx4,Target,41.81255529999999,-87.7218958,"4433 South Pulaski Road, Chicago",2.0,4,name 1 and address 1 (more than one first) ,0,"['department_store', 'electronics_store', 'grocery_or_supermarket', 'food', 'clothing_store', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
80,12762,12762,JOE'S FOOD & LIQUOR,-87.651237,41.786915,1035 W 59th St,,Chicago,IL,60621.0,1450.0,COOK,False,False,,,,,,,0,name second word,0,0
81,13102,13102,MARKET CITGO,-87.69355,41.764484,2807 W 71st St,,Chicago,IL,60629.0,3034.0,COOK,False,False,ChIJScURcdkvDogRoFwJAjJxso4,MARQUETTE CITGO,41.7643794,-87.6934145,"2807 West 71st Street, Chicago",,1,name first word,0,"['gas_station', 'car_repair', 'point_of_interest', 'establishment']"
82,13517,13517,DEALS 3359,-87.68895,41.967995,4738 N Western Ave,,Chicago,IL,60625.0,2013.0,COOK,False,False,ChIJE9e0GQXSD4gRRSOmCSOIo6Y,Dollar Tree,41.96784179999999,-87.68925060000001,"4738 N Western Ave, Chicago",1.0,1,address first word,0,"['food', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
83,13597,13597,GROCERY BASKET,-87.614403,41.707283,351 E 103rd St,,Chicago,IL,60628.0,2856.0,COOK,False,False,ChIJtztZSHcmDogRvw0eKqxoOng,Certified Grocery Basket,41.7071906,-87.6142074,"351 East 103rd Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
84,13772,13772,Dollar Function Inc,-87.61541700000002,41.707245,319 E 103rd St,,Chicago,IL,60628.0,2853.0,COOK,False,False,ChIJ3VkbbXcmDogRu6M_DGYbEXw,Dollar Function,41.7070989,-87.6151605,"319 East 103rd Street, Chicago",,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
85,13802,13802,7-Eleven 33636,-87.700546,41.924885,2401 N Milwaukee Ave,,Chicago,IL,60647.0,2627.0,COOK,False,False,ChIJhXgYGWPND4gRr-lVNilc2JQ,7-Eleven,41.9250191,-87.700408,"2401 North Milwaukee Avenue, Chicago",1.0,1,address first word,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
86,13816,13816,Walgreens 09357,-87.647003,41.68494000000001,1123 E Blue Earth Ave,,Chicago,IL,60643.0,4618.0,COOK,False,False,,,,,,,0,name second word,0,0
87,13961,13961,95TH Gas & Food Submarine,-87.623245,41.72176,4 E 95th St,,Chicago,IL,60619.0,7223.0,COOK,False,False,ChIJc5dCduQlDogR0ROlqCr_i-Y,CITGO State Gas & Food,41.72286309999999,-87.62345169999999,"9417 South State Street, Chicago",,5,name 1 & 2 (none first),Double Check- Address mismatch,"['gas_station', 'point_of_interest', 'establishment']"
88,14025,14025,Target Store 942,-87.685303,41.930416,2656 N Elston Ave,,Chicago,IL,60647.0,2019.0,COOK,False,False,ChIJNej36I7SD4gRvqPUPmCwyUw,Target,41.9286839,-87.68533339999999,"2656 North Elston Avenue, Chicago",2.0,7,name 1 and address 1 (more than one first) ,Double Check- Many results,"['department_store', 'electronics_store', 'grocery_or_supermarket', 'food', 'clothing_store', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
89,14147,14147,CVS 8745,-87.6548,41.895874,771 N Ogden Ave,,Chicago,IL,60642.0,5858.0,COOK,False,False,ChIJ0UPUNSvTD4gRPOmGHqXCX6s,CVS,41.8959944,-87.65430959999999,"771 North Ogden Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
90,14157,14157,CVS Pharmacy 8511,-87.64408900000002,41.75115200000001,7858 S Halsted St,,Chicago,IL,60620.0,2413.0,COOK,False,False,ChIJHVOcvG4vDogR-VPgob3JxqU,CVS,41.7508594,-87.64492249999999,"7858 South Halsted Street, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
91,14161,14161,CVS Pharmacy 8747,-87.660461,41.993805,6150 N Broadway St,,Chicago,IL,60660.0,2538.0,COOK,False,False,ChIJ4b7qdJ_RD4gR6gFbzdQUG9I,CVS Pharmacy,41.99387660000001,-87.66080629999999,"6150 North Broadway, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
92,14195,14195,CVS Pharmacy 8737,-87.64948299999998,41.9259,2414 N Lincoln Ave,,Chicago,IL,60614.0,2415.0,COOK,False,False,ChIJWwBWSQXTD4gR0YP1drg2akQ,CVS,41.9257115,-87.6497004,"2414 North Lincoln Avenue, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
93,14232,14232,CVS Pharmacy 8699,-87.627686,41.879711,137 S State St,,Chicago,IL,60603.0,5606.0,COOK,False,False,ChIJAbz_Z6MsDogRjGHLzBbrwQE,CVS,41.8795714,-87.6273489,"137 South State Street, Chicago",,5,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
94,14236,14236,CVS Pharmacy 8502,-87.722664,41.777458,6351 S Pulaski Rd,,Chicago,IL,60629.0,4759.0,COOK,False,False,ChIJvWeSVrMxDogR7pvQKFIUX98,CVS Pharmacy,41.7783188,-87.7223841,"6315 South Pulaski Road, Chicago",,2,name 1 & 2 (none first),0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
95,14237,14237,CVS Pharmacy 8753,-87.663925,41.948002,3637 N Southport Ave,,Chicago,IL,60613.0,3709.0,COOK,False,False,ChIJJxR-iE7SD4gRLswqO7TyLbU,CVS Pharmacy,41.948179,-87.6636767,"3637 North Southport Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
96,14238,14238,CVS Pharmacy 8695,-87.64915500000002,41.938168,3101 N Clark St,,Chicago,IL,60657.0,4413.0,COOK,False,False,ChIJA4vQiKjTD4gRzqDln0DONjc,CVS,41.9382227,-87.6486304,"3101 North Clark Street, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
97,14239,14239,CVS Pharmacy 8738,-87.645271,41.838013,741 W 31st St,,Chicago,IL,60616.0,3045.0,COOK,False,False,ChIJd33YBEcsDogREUqjqvLdaso,CVS,41.8376398,-87.6453879,"741 West 31st Street, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
98,14241,14241,CVS Pharmacy 8739,-87.805832,41.912914,1819 N Harlem Ave,,Chicago,IL,60707.0,3716.0,COOK,False,False,ChIJEYTfUjvLD4gRfBXBOSYdl20,CVS,41.9131389,-87.8056805,"1819 North Harlem Avenue, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
99,14242,14242,CVS Pharmacy 8750,-87.76741,41.967793,4801 N Central Ave,,Chicago,IL,60630.0,3211.0,COOK,False,False,ChIJWYkRXAXMD4gR7sXRIMGTjrk,CVS,41.9681968,-87.766956,"4801 North Central Avenue, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
100,14243,14243,CVS Pharmacy 8740,-87.687996,41.895714,2427 W Chicago Ave,,Chicago,IL,60622.0,4631.0,COOK,False,False,ChIJt6zCu1ItDogRlgllKzSqGGE,CVS,41.8955174,-87.6876099,"2427 West Chicago Avenue, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
101,14244,14244,CVS Pharmacy 8506,-87.663338,41.747742,8025 S Ashland Ave,,Chicago,IL,60620.0,4318.0,COOK,False,False,ChIJJ8DSXpsvDogRC5qCHiKC8q8,CVS,41.7480155,-87.6629217,"8025 South Ashland Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
102,14245,14245,CVS Pharmacy 8731,-87.639534,41.881897,400 W Madison,,Chicago,IL,60606.0,,COOK,False,False,ChIJlSDDaMcsDogRDFJKUsJCOmU,CVS,41.8820534,-87.638925,"400 West Madison Street, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
103,14249,14249,CVS Pharmacy 8507,-87.55439,41.729141,9142 S South Chicago Ave,,Chicago,IL,60617.0,4227.0,COOK,False,False,ChIJD-9NpOYnDogRiooS36FvQCw,CVS Pharmacy,41.7289499,-87.55483989999999,"9142 South South Chicago Avenue, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
104,14250,14250,CVS Pharmacy 8755,-87.70058399999998,41.997505,2825 W Devon Ave,,Chicago,IL,60659.0,1501.0,COOK,False,False,ChIJ286AsCHOD4gRsBgsGRlP6sc,CVS,41.99728109999999,-87.70063979999999,"2825 West Devon Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
105,14257,14257,CVS Pharmacy 8756,-87.783058,41.97479600000001,6200 W Higgins Ave,,Chicago,IL,60630.0,1823.0,COOK,False,False,ChIJO7t3Av3LD4gRwyVUrdyfyKc,CVS,41.9751837,-87.783343,"6200 West Higgins Avenue, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
106,14258,14258,CVS Pharmacy 8504,-87.721626,41.739632,8444 S Pulaski Rd,,Chicago,IL,60652.0,3120.0,COOK,False,False,ChIJF0wE53UwDogRleO23lEbh0w,CVS,41.7392476,-87.7219296,"8444 South Pulaski Road, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
107,14262,14262,CVS Pharmacy 8735,-87.725899,41.924545,3940 W Fullerton Ave,,Chicago,IL,60647.0,2244.0,COOK,False,False,ChIJG888YBDND4gRxTdI_BaouiU,CVS,41.9247528,-87.7258398,"3940 West Fullerton Avenue, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
108,14321,14321,CVS Pharmacy 8519,-87.681129,41.693062,11055 S Western Ave,,Chicago,IL,60643.0,3948.0,COOK,False,False,ChIJ-2G_OtwkDogR9yUSJgjT3Kk,CVS,41.69261889999999,-87.68074969999999,"11055 South Western Avenue, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
109,14322,14322,CVS Pharmacy 8694,-87.766266,41.930141,2722 N Central Ave,,Chicago,IL,60639.0,1326.0,COOK,False,False,ChIJUxzKgY_MD4gRJEJDOeIuxVE,CVS,41.929942,-87.76653519999999,"2722 North Central Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
110,14333,14333,CVS Pharmacy 8732,-87.689987,41.918476,2053 N Milwaukee Ave,,Chicago,IL,60647.0,4056.0,COOK,False,False,ChIJHYTHGZnSD4gRQPBehrYu7Xc,CVS,41.9192896,-87.6901851,"2053 North Milwaukee Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
111,14336,14336,CVS Pharmacy 8698,-87.631378,41.903439,1165 N Clark St,,Chicago,IL,60610.0,2702.0,COOK,False,False,ChIJDQjvCU_TD4gRZuaenFkktJ8,CVS Pharmacy,41.9036178,-87.6310232,"1165 North Clark Street, Chicago",,4,name 1 and address 1 (more than one first) ,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
112,14337,14337,CVS Pharmacy 8758,-87.72796600000002,41.963512,4540 N Pulaski Rd,,Chicago,IL,60630.0,4416.0,COOK,False,False,ChIJH3Ewbs_ND4gRFwkVao7v8Zk,CVS,41.9637073,-87.72826889999999,"4540 North Pulaski Road, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
113,14338,14338,CVS Pharmacy 8751,-87.679672,41.955509,4051 N Lincoln Ave,,Chicago,IL,60618.0,3009.0,COOK,False,False,ChIJEVNAzmrSD4gRtM8Q6TSaVlo,CVS Pharmacy,41.9557037,-87.6792845,"4051 North Lincoln Avenue, Chicago",,1,address first word,0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']"
114,14339,14339,CVS Pharmacy 8733,-87.715683,41.901966,3552 W Grand Ave,,Chicago,IL,60651.0,4009.0,COOK,False,False,ChIJ-ZT6iknND4gRX2ShqpVKMLE,CVS,41.90205,-87.71488,"3552 West Grand Avenue, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
115,14340,14340,CVS Pharmacy 8741,-87.724602,41.843609,2634 S Pulaski Rd,,Chicago,IL,60623.0,4409.0,COOK,False,False,ChIJdXGNLEQyDogRAa9ISszCrLQ,CVS,41.84343529999999,-87.7248894,"2634 South Pulaski Road, Chicago",,4,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
116,15076,15076,R & R MARATHON,-87.611694,41.70739,446 E 103rd St,,Chicago,IL,60628.0,2974.0,COOK,False,False,ChIJ7cv00DwsDogRAMDACa2m4K8,Chicago,41.8781136,-87.6297982,Chicago,,20,"name second word, >1 results",Double Check- Many results,"['locality', 'political']"
117,15099,15099,7-ELEVEN 13369,-87.713814,41.98325300000001,5610 N Kimball Ave,,Chicago,IL,60659.0,4502.0,COOK,False,False,ChIJFVnuSAzOD4gRkM7maFw31EM,7-Eleven,41.9833682,-87.714196,"5610 North Kimball Avenue, Chicago",1.0,1,name 1 and address 1 (more than one first) ,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
118,15153,15153,Target Store 2079,-87.682671,41.990681,2112 W Peterson Ave,,Chicago,IL,60659.0,4277.0,COOK,False,False,ChIJgTTyUunRD4gRQcegf2kii2o,Target,41.9907401,-87.6831902,"2112 West Peterson Avenue, Chicago",2.0,5,name 1 and address 1 (more than one first) ,0,"['department_store', 'electronics_store', 'grocery_or_supermarket', 'food', 'clothing_store', 'furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
119,15500,15500,FOOD BASKET,-87.644279,41.763248,7205 S Halsted St,,Chicago,IL,60621.0,1617.0,COOK,False,False,ChIJV0u3PBEvDogRcFFTqn-5okc,Food Basket,41.76316479999999,-87.6442302,"7205 South Halsted Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
120,15547,15547,GREEN ARCH FOOD MART,-87.659973,41.982807,5555 N Broadway St,,Chicago,IL,60640.0,1405.0,COOK,False,False,ChIJhW4274LRD4gRHWZf82EODZw,Green Arch,41.98353789999999,-87.659852,"5555 North Broadway Street, Chicago",,1,address first word,0,"['point_of_interest', 'establishment']"
121,15827,15827,CARNICERIA LA MEJOR 2,-87.71579,41.934216,2915 N Milwaukee Ave,,Chicago,IL,60618.0,7404.0,COOK,False,False,ChIJj1xdHHXND4gR3gf4sdKYRUE,Carniceria La Mejor,41.934429,-87.715603,"2915 North Milwaukee Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
122,16048,16048,Trader Joe's 696,-87.626564,41.893356,44 E Ontario St,,Chicago,IL,60611.0,4755.0,COOK,False,False,ChIJsc8eHa0sDogROHgv3jVu424,Trader Joe's,41.8934241,-87.6262216,"44 East Ontario Street, Chicago",2.0,1,address first word,0,"['grocery_or_supermarket', 'liquor_store', 'florist', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
123,16195,16195,Walmart 5402,-87.74276,41.909733,4650 W North Ave,,Chicago,IL,60639.0,4611.0,COOK,False,False,ChIJtzV65-fMD4gRJ79tDlPpIQM,Jackson Hewitt Tax Service,41.91140529999999,-87.74323849999999,"4650 West North Avenue, Chicago",,1,address first word,0,"['accounting', 'finance', 'point_of_interest', 'establishment']"
124,16214,16214,Bel Park Food & Liquor,-87.74542199999998,41.938896,4752 W Belmont Ave,,Chicago,IL,60641.0,4409.0,COOK,False,False,ChIJfRsTllfMD4gRpQ-Lomcr6VI,Bel Park Food & Liquor,41.9390852,-87.7459054,"4752 West Belmont Avenue, Chicago",,1,address first word,Double Check- invalid type,"['convenience_store', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
125,16310,16310,NORTHWEST FOOD & LIQUOR,-87.755455,41.909538,5170 W North Ave,,Chicago,IL,60639.0,4447.0,COOK,False,False,ChIJ8_lLT8bMD4gRPs3QftVHf7A,R & B Fast Food,41.909378,-87.753635,"5101 West North Avenue, Chicago",,4,"name second word, >1 results",Double Check- invalid type,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
126,16318,16318,New Quick Market,-87.702141,41.742241,8301 S Kedzie Ave,,Chicago,IL,60652.0,3308.0,COOK,False,False,ChIJo6ICUQEwDogRmtZAIArhMfE,New Quick Market,41.74219979999999,-87.70187890000001,"8301 South Kedzie Avenue, Chicago",,1,address first word,0,"['convenience_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
127,16351,16351,Food 4 Less Midwest 552,-87.66391,41.766037,7030 S Ashland Ave,,Chicago,IL,60636.0,3948.0,COOK,False,False,ChIJg2-W7qUvDogRmUUI7lMdsgo,Food 4 Less,41.76570119999999,-87.66401049999999,"7030 South Ashland Avenue, Chicago",1.0,1,address first word,0,"['grocery_or_supermarket', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']"
128,16764,16764,Walgreens 01101,-87.58788299999998,41.772346,1533 E 67th Pl,,Chicago,IL,60637.0,4894.0,COOK,False,False,ChIJ3akBGv0oDogRkfRwq9NR2is,Walgreens,41.773098,-87.58773599999999,"1533 East 67th Street, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
129,16780,16780,Walgreens 09038,-87.728043,41.953613,4001 W Irving Park Rd,,Chicago,IL,60641.0,2926.0,COOK,False,False,ChIJgQr9a7fND4gRL-Ic2buN5xU,Walgreens,41.953353,-87.72814799999999,"4001 West Irving Park Road, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
130,16854,16854,Kim's Corner Food,-87.664978,42.011539,1371 W Estes Ave,,Chicago,IL,60626.0,,COOK,False,False,ChIJ_0Jks63RD4gRAdpHAsaNoow,Kim's Corner Food,42.01144439999999,-87.66573969999999,"1371 West Estes Avenue, Chicago",,1,address first word,0,"['convenience_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
131,17334,17334,7 Eleven 33781A,-87.617767,41.892666,600 N McClurg Ct,,Chicago,IL,60611.0,,COOK,False,False,ChIJadRhblUrDogR2TStGstYaFs,7-Eleven,41.89304,-87.6179722,"600 North McClurg Court, Chicago",1.0,3,name 1 and address 1 (more than one first) ,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
132,17345,17345,MORELIA SUPERMARKET INC. # 2,-87.747398,41.931469,4833 W Diversey Ave,,Chicago,IL,60639.0,1703.0,COOK,False,False,ChIJwyhPufDMD4gRdenGbhZQ-wc,Morelia Supermarket Inc,41.9313231,-87.747857,"4833 West Diversey Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
